"sabao_detergente_sim","sabao_detergente_nao","sabao_detergente_nao_sabe","alcool_setenta_sim","alcool_setenta_nao","alcool_setenta_nao_sabe","mascaras_sim","mascaras_nao","mascaras_nao_sabe","luvas_sim","luvas_nao","luvas_nao_sabe","agua_sanitaria_sim","agua_sanitaria_nao","agua_sanitaria_nao_sabe"
"1912818","6476","589","1845729","71714","2440","1909255","10064","564","742721","1167537","9625","1891413","26259","2211"
