"mes","pct_sim","pct_nao"
"05","15.810856858273702","84.1891431417263"
"06","20.21434634974533","79.78565365025467"
"07","22.66147431358666","77.33852568641335"
"08","23.566992014196984","76.43300798580302"
"09","24.360875496767306","75.6391245032327"
"10","26.230918082132874","73.76908191786713"
"11","28.523893805309733","71.47610619469026"
